uid,variant
7103,treatment
15855,control
3120,treatment
6546,treatment
13849,control
2442,control
11411,treatment
5566,treatment
5231,treatment
9648,control
3203,control
2393,control
7246,control
12424,control
16493,control
12522,control
12951,control
15124,treatment
10089,treatment
15024,treatment
3009,control
3685,treatment
3055,treatment
1724,control
10165,control
9215,control
1587,control
9864,control
16239,control
13349,treatment
9257,treatment
8276,treatment
8554,control
1431,treatment
15402,control
8093,control
7163,treatment
2014,control
1682,treatment
822,control
17173,control
8294,control
8480,treatment
2870,control
7359,treatment
6979,treatment
2197,treatment
13457,treatment
12142,treatment
8327,treatment
14262,control
568,control
6657,control
13244,treatment
16423,control
3433,control
16273,treatment
3119,control
9316,control
4187,treatment
9132,treatment
16965,treatment
159,control
5006,treatment
14255,treatment
7843,control
15262,control
5241,treatment
3765,control
11043,control
2767,treatment
6939,control
11053,control
2547,control
2485,control
10708,treatment
1398,treatment
11248,treatment
13766,control
11235,control
13663,control
1342,treatment
15015,control
1035,control
16361,control
2864,control
15443,control
9043,control
12734,treatment
52,control
5965,control
620,control
7513,control
7263,control
14467,control
7125,treatment
4719,control
10883,treatment
15452,treatment
15138,control
1135,control
9798,control
7228,treatment
495,treatment
3614,treatment
3739,treatment
5694,control
10067,treatment
16308,treatment
5085,control
4147,control
7974,control
5108,treatment
616,control
12483,treatment
700,control
16530,control
2219,control
13713,control
10171,treatment
374,treatment
2776,treatment
12176,treatment
15506,control
16227,control
696,control
17073,control
12568,control
10852,control
3396,treatment
15278,treatment
8049,control
4223,treatment
11330,control
13251,control
245,control
5715,treatment
14257,control
12118,control
6583,treatment
6717,control
12270,treatment
13476,treatment
4541,control
8651,control
4941,treatment
14548,treatment
8992,control
3693,treatment
6571,treatment
10772,control
12571,treatment
1519,control
13222,control
11287,treatment
16087,control
15813,control
6286,treatment
3216,treatment
15190,control
7252,treatment
6834,treatment
16333,treatment
4397,control
1469,control
11044,treatment
4867,treatment
980,treatment
3095,control
8525,control
13991,control
2100,control
17116,control
12572,treatment
11708,treatment
2943,treatment
12780,treatment
679,control
6044,control
8058,control
4951,control
16406,treatment
13111,control
11635,treatment
6676,treatment
41,treatment
1207,treatment
7097,treatment
14735,treatment
8745,control
4086,control
12515,treatment
14456,control
3844,control
10927,control
15364,treatment
16894,treatment
9184,control
11620,control
6713,treatment
8825,control
523,treatment
16383,control
3257,control
6615,control
6203,treatment
4519,control
12335,control
1436,treatment
491,treatment
15569,treatment
2031,control
938,control
8874,treatment
11016,treatment
11959,treatment
14573,treatment
15666,control
5972,control
12608,control
711,treatment
2210,treatment
45,treatment
5984,control
8592,control
1396,treatment
12639,treatment
16457,treatment
3680,treatment
10408,control
10605,control
15700,treatment
2970,treatment
11082,control
8541,treatment
10477,treatment
4864,treatment
7180,treatment
7200,control
14993,treatment
8181,control
13797,control
3443,control
13192,control
3783,treatment
10816,treatment
15646,control
13095,control
1554,treatment
13935,control
10855,control
9784,control
9518,treatment
5429,treatment
4269,treatment
5791,control
6473,control
12805,treatment
17099,control
14733,treatment
9787,treatment
12627,treatment
12693,control
3413,treatment
16431,treatment
12357,treatment
16138,treatment
10127,control
7715,treatment
16159,control
2990,treatment
12629,treatment
12546,treatment
16896,treatment
16868,control
14929,treatment
2179,treatment
1923,control
8976,treatment
12463,control
4383,control
9856,treatment
682,treatment
9820,control
11831,treatment
13816,control
12945,treatment
6135,treatment
3336,control
9809,treatment
14902,treatment
8030,treatment
184,treatment
14318,treatment
12996,treatment
11993,control
13844,control
4102,control
9816,control
8381,treatment
10830,treatment
8951,treatment
15602,treatment
13683,control
4088,treatment
15207,control
12885,control
5290,control
11431,treatment
8812,treatment
13762,treatment
10391,control
4777,control
12516,treatment
14860,treatment
8347,control
6650,control
7073,control
6833,control
5538,control
12465,control
6082,treatment
14051,treatment
12650,treatment
6416,treatment
16067,treatment
3481,control
4836,control
15291,treatment
3339,treatment
12616,control
5320,treatment
2141,control
4757,treatment
6616,treatment
1942,control
6700,control
9514,treatment
2880,treatment
2566,treatment
11796,control
11762,treatment
6263,treatment
1152,control
10616,treatment
2765,treatment
8621,treatment
15976,control
11253,control
170,control
5712,control
10290,treatment
6312,treatment
4037,control
5788,treatment
4286,treatment
16477,treatment
4739,control
11476,treatment
1989,treatment
11212,treatment
14499,treatment
10076,control
796,treatment
3616,control
4236,control
4473,control
12242,treatment
14168,treatment
4938,treatment
12280,treatment
5636,control
13905,treatment
9523,treatment
3612,treatment
14082,control
2489,control
7054,control
3428,control
14104,control
11214,control
13045,treatment
12700,control
7698,control
11355,treatment
14712,treatment
11564,control
16485,control
14591,control
4154,treatment
7528,treatment
4513,control
9992,control
8899,treatment
8612,control
4343,control
14309,control
9075,treatment
1323,treatment
9681,control
2092,control
16570,control
13301,treatment
7551,control
5386,control
8829,treatment
9974,treatment
15599,control
10743,control
13906,control
3991,control
6463,control
14877,control
2390,treatment
15210,treatment
15445,treatment
3342,control
11938,control
1581,control
12500,control
14804,control
1182,treatment
2299,control
10339,treatment
1478,treatment
15645,control
12959,treatment
9662,treatment
2166,treatment
4310,control
7366,control
5697,control
12561,control
15846,control
5605,treatment
1671,control
14183,treatment
5542,treatment
1222,control
47,control
4897,treatment
3176,control
3276,treatment
3565,treatment
10159,treatment
5211,control
16440,treatment
3348,treatment
7550,control
7388,control
14325,control
10436,treatment
13101,control
7440,treatment
15238,treatment
6222,treatment
6784,control
2386,control
16481,control
114,control
15572,control
6751,control
15392,control
3291,control
625,control
11486,treatment
1650,control
16438,treatment
6901,control
10252,control
6779,treatment
2022,treatment
3635,control
7523,treatment
1748,control
9277,control
16062,treatment
7289,treatment
12174,treatment
9837,control
3354,control
2768,treatment
5505,treatment
3939,treatment
15772,treatment
12645,treatment
983,control
5794,treatment
10770,treatment
5858,control
9025,treatment
14803,treatment
15613,treatment
11642,treatment
12239,control
11423,treatment
5998,treatment
14701,treatment
12147,control
11903,treatment
12774,treatment
15949,treatment
12963,control
7818,treatment
6433,treatment
5753,control
3806,control
8870,control
15853,treatment
13608,treatment
8853,control
15920,treatment
15373,control
16428,treatment
9501,control
11566,control
7050,treatment
1566,control
9266,control
3778,treatment
11023,treatment
12596,treatment
3364,control
12039,treatment
1802,control
9781,treatment
286,treatment
1131,control
1041,treatment
2192,treatment
15889,treatment
11125,control
17145,control
13310,control
14816,control
6065,control
12167,treatment
5942,treatment
3102,treatment
11539,treatment
9264,control
1893,control
14842,control
10026,treatment
5342,treatment
3437,control
4931,control
4743,treatment
11887,control
14713,treatment
14259,control
14854,control
6262,treatment
5579,control
8001,treatment
16516,control
14201,control
5576,treatment
8633,control
16743,treatment
15220,control
13933,control
12017,control
12462,control
15922,treatment
16095,treatment
12978,treatment
9971,control
270,control
9983,treatment
5107,treatment
16526,treatment
13670,treatment
13750,control
9903,control
10737,treatment
9084,treatment
3472,control
14622,treatment
3036,treatment
15396,control
10164,treatment
13677,control
14356,treatment
10764,treatment
13747,treatment
9604,control
4554,control
8393,control
9035,treatment
10660,control
4642,control
2925,control
13469,control
1306,control
11395,control
1394,control
7049,treatment
6551,control
4543,treatment
8477,treatment
11843,control
15796,treatment
15055,treatment
9602,control
12400,control
13810,treatment
13848,treatment
7133,control
15815,treatment
16014,control
14823,treatment
7115,control
2557,treatment
10207,control
11388,control
10155,control
10575,control
5170,control
12469,treatment
15736,control
6873,treatment
7494,treatment
16839,control
1285,control
9948,control
13758,treatment
15283,control
2277,treatment
15814,control
16663,control
16731,control
4599,control
3721,treatment
3511,treatment
5431,control
12345,control
9460,treatment
4532,treatment
7324,treatment
15806,control
7261,treatment
17041,treatment
12078,treatment
5801,treatment
15117,treatment
9842,control
11671,treatment
13533,treatment
4846,treatment
1059,treatment
2425,control
10169,control
1430,control
17002,control
8223,control
5295,control
23,treatment
12506,control
7558,control
6093,control
7408,control
6357,treatment
10200,control
10383,treatment
8679,control
9006,control
6537,control
1948,treatment
10002,treatment
13857,control
13355,treatment
3663,control
8485,control
1997,control
13803,control
7413,treatment
325,treatment
7185,control
12341,control
12663,control
6634,control
5607,treatment
10791,control
3430,treatment
234,treatment
5249,treatment
843,treatment
4863,treatment
16396,treatment
10116,treatment
17141,control
4200,treatment
6677,treatment
8548,control
12948,control
16593,control
1263,treatment
147,treatment
9847,treatment
7382,treatment
16615,treatment
10270,treatment
16621,control
6903,treatment
16855,treatment
1499,control
1124,treatment
12714,control
12709,control
2542,treatment
11520,treatment
9607,control
5829,treatment
11477,treatment
20,treatment
7485,control
16387,treatment
3903,treatment
16166,control
2857,control
13538,control
1246,control
982,treatment
9543,control
13032,treatment
6079,treatment
9278,control
6029,treatment
1047,control
6843,control
14342,treatment
659,treatment
12570,treatment
14981,treatment
10260,control
996,control
718,control
4496,treatment
10841,treatment
1485,control
1050,treatment
17243,control
7568,control
3254,control
16864,treatment
8292,control
9,treatment
12209,control
7577,treatment
11040,treatment
12860,control
2816,treatment
3795,treatment
297,control
8368,control
10824,treatment
2486,treatment
306,treatment
9133,control
7625,control
10031,control
2349,treatment
13591,treatment
7768,control
363,treatment
11883,treatment
1352,control
9790,treatment
2232,treatment
6781,treatment
14239,control
258,control
13299,control
12573,control
5087,control
6445,control
9256,treatment
14248,control
7907,control
825,control
17140,treatment
11668,treatment
4968,treatment
14414,treatment
13944,control
12836,treatment
1092,treatment
10468,treatment
5774,treatment
15040,treatment
909,treatment
999,treatment
15672,treatment
511,treatment
6674,treatment
11979,treatment
3449,treatment
6587,treatment
4075,control
2181,treatment
10631,control
546,treatment
8325,control
2848,treatment
14592,control
4910,treatment
6369,treatment
15890,control
16326,treatment
14435,control
6188,control
9474,treatment
6478,control
11338,control
1666,control
13926,treatment
13537,treatment
3011,treatment
11138,control
9977,treatment
3064,treatment
6148,control
1665,treatment
11384,control
8428,control
1790,treatment
16633,treatment
6566,treatment
5647,treatment
13820,treatment
9429,treatment
11662,control
16364,treatment
5314,treatment
687,control
15658,control
16206,treatment
3204,control
9198,treatment
2048,treatment
2823,treatment
2577,control
10189,control
5161,control
809,treatment
2728,control
2886,treatment
14750,control
3030,control
2887,treatment
7851,control
15656,control
10986,control
12591,treatment
4082,treatment
14416,control
3584,treatment
1492,treatment
12143,treatment
10018,treatment
2922,treatment
11499,control
14991,control
12454,treatment
6668,treatment
15810,control
16451,treatment
7172,treatment
5443,control
11967,treatment
14403,treatment
6733,treatment
11568,treatment
15558,treatment
7655,treatment
13297,treatment
11380,control
9752,treatment
9011,treatment
934,treatment
5165,treatment
1583,treatment
6096,control
2911,control
15886,control
7702,treatment
1094,treatment
14852,control
7912,treatment
4597,treatment
551,treatment
5680,control
12355,treatment
9506,treatment
16979,control
4933,treatment
4508,control
3414,control
6429,treatment
1099,treatment
451,treatment
13335,control
7129,control
691,treatment
10300,treatment
8218,control
8962,treatment
11328,control
4703,treatment
13256,control
11641,treatment
12544,control
8146,control
8901,control
2050,treatment
13360,control
14841,treatment
14787,treatment
4497,control
6821,control
8319,control
7000,treatment
6606,control
9877,treatment
14096,control
12732,control
16622,control
6498,treatment
6234,control
13911,treatment
7514,control
1839,treatment
1873,treatment
16682,treatment
1420,control
7299,control
4043,treatment
10154,treatment
15499,treatment
4967,control
755,control
4348,treatment
3359,treatment
920,control
13637,treatment
16202,control
2339,treatment
4683,control
15310,control
1620,control
9154,control
6033,treatment
9719,control
918,control
14850,control
6376,control
8532,control
5400,control
2663,treatment
7113,treatment
12641,treatment
13109,control
7854,treatment
7416,control
6706,treatment
6820,control
8982,treatment
15501,control
7504,control
15980,treatment
1038,control
6243,treatment
514,treatment
12674,treatment
1206,control
14656,treatment
14569,control
7684,control
6196,control
12599,control
6749,treatment
14429,control
14849,control
12972,control
13897,treatment
2148,treatment
4847,control
12106,control
11807,treatment
1305,treatment
11242,treatment
11461,control
8474,control
1938,treatment
11306,treatment
1283,treatment
11074,treatment
3793,treatment
6258,control
7134,control
7593,control
3001,control
16358,treatment
16064,control
12206,treatment
14886,control
9836,treatment
10139,control
6032,control
2597,treatment
7913,control
3687,control
4323,treatment
14693,control
2853,control
5845,control
9954,treatment
4161,control
12303,control
11697,control
1185,control
10070,treatment
11449,treatment
16024,treatment
14376,treatment
7335,treatment
9205,treatment
6189,treatment
6575,control
8134,treatment
3183,control
419,control
9289,control
12876,treatment
8081,control
6348,control
8675,treatment
6529,treatment
11455,treatment
3170,control
11809,treatment
7462,treatment
11113,treatment
11483,control
9622,treatment
952,control
10689,treatment
16374,treatment
9899,control
1143,control
14222,treatment
10220,treatment
9759,treatment
13970,treatment
4484,control
17218,control
8521,treatment
304,control
15307,treatment
7624,control
12464,control
15554,treatment
15344,treatment
7497,control
11322,control
6378,treatment
820,control
12181,treatment
14184,treatment
10778,treatment
10041,control
10821,control
7654,treatment
4369,treatment
15355,treatment
17020,control
725,control
5824,treatment
15900,control
6355,treatment
2040,control
10107,control
16626,control
3150,treatment
12393,control
7524,treatment
4868,control
14269,control
13703,treatment
4449,control
2506,control
7300,treatment
1638,control
5341,control
2946,treatment
453,control
16787,treatment
5608,treatment
4074,control
7036,treatment
16453,control
13419,treatment
9673,control
1023,treatment
11484,treatment
13604,control
16843,treatment
10665,control
538,treatment
2308,treatment
8125,control
14472,control
4850,treatment
11585,treatment
11686,treatment
2673,control
13157,treatment
11325,treatment
928,treatment
11656,control
4681,treatment
16785,control
7784,treatment
4732,treatment
4940,treatment
14606,treatment
5445,treatment
14784,control
15424,control
8819,control
13446,control
7404,control
8244,treatment
11341,control
1639,control
4781,control
2352,treatment
11600,treatment
9601,treatment
329,treatment
8781,control
14698,treatment
12721,treatment
6171,control
5577,control
11093,control
9370,control
3256,control
7646,control
12196,control
1445,control
2507,control
15086,treatment
11301,treatment
4249,control
2647,treatment
9703,treatment
339,control
8534,treatment
7882,treatment
10931,treatment
13930,control
4113,treatment
1184,treatment
16426,treatment
15765,control
3007,control
8296,control
14032,control
5594,control
1090,control
4621,control
1161,treatment
16950,control
6776,treatment
6252,treatment
8405,control
12755,control
16502,control
4994,treatment
428,control
7739,control
1780,treatment
5506,treatment
802,treatment
13707,control
3498,control
8433,control
15298,treatment
739,treatment
9968,control
14119,treatment
7583,treatment
13511,control
7562,control
1493,control
11262,control
9044,control
16680,treatment
10496,control
4370,treatment
13083,treatment
11781,control
2583,control
617,control
12387,treatment
12654,control
11277,control
15096,treatment
7674,treatment
4530,control
1894,treatment
16768,control
1881,control
71,treatment
12110,control
8634,treatment
16146,control
5046,control
1947,treatment
6620,treatment
870,control
644,control
15378,treatment
11648,treatment
11061,treatment
15235,control
5622,treatment
6477,control
15978,control
55,control
1564,control
115,control
5198,treatment
8141,control
3560,control
6102,control
8038,treatment
11746,control
6282,control
10248,control
6396,control
8758,control
3791,control
8513,treatment
14232,control
11263,control
12136,control
16035,treatment
3810,control
15850,treatment
12180,control
269,treatment
8278,control
3373,control
15717,treatment
7308,treatment
3320,control
4093,control
12225,control
2817,treatment
10197,control
13363,control
15590,control
15133,treatment
12352,treatment
4285,treatment
3357,control
13678,control
10787,control
11447,control
877,treatment
13445,treatment
674,treatment
367,treatment
64,control
11405,control
9045,control
7517,treatment
11092,control
2603,treatment
8688,control
9953,treatment
2039,treatment
2926,treatment
5297,control
6025,treatment
1616,control
13356,treatment
15090,control
6172,control
12222,treatment
16264,treatment
8694,treatment
4238,control
14859,treatment
8367,control
5816,treatment
1936,treatment
11144,control
3062,control
801,treatment
5969,treatment
13850,control
12896,control
5125,treatment
6697,control
6576,treatment
672,treatment
12680,treatment
7051,treatment
16679,treatment
292,treatment
9890,treatment
14189,treatment
3429,treatment
219,control
8736,treatment
5402,control
11419,control
15822,control
6767,control
2079,control
6405,control
1479,control
13561,treatment
16908,treatment
13827,control
11939,control
16766,treatment
13595,control
2252,treatment
9574,treatment
12575,control
15476,treatment
974,treatment
5861,treatment
14603,treatment
3016,treatment
8543,control
2482,control
6050,control
13113,treatment
11041,treatment
7838,treatment
13400,treatment
6333,treatment
16913,treatment
618,control
12848,treatment
4955,treatment
2536,control
6444,control
15383,control
537,treatment
6288,control
14023,treatment
10017,control
15345,treatment
2037,treatment
8692,control
500,treatment
2443,control
10863,treatment
10569,treatment
14679,control
7692,control
8569,treatment
10464,treatment
1664,treatment
6786,control
5513,control
6684,treatment
14647,treatment
5145,treatment
16742,treatment
678,treatment
741,treatment
7282,control
13658,control
10059,control
11571,treatment
9002,control
16073,treatment
15943,control
14013,control
17227,treatment
12779,treatment
3541,control
7658,treatment
11902,control
15217,control
11332,control
15776,control
83,treatment
6874,treatment
10823,treatment
8914,control
5203,control
3140,control
1347,control
12582,treatment
5088,control
104,control
11221,control
2417,treatment
8744,treatment
12026,treatment
8248,control
7883,treatment
9450,treatment
387,control
5828,control
2787,treatment
2328,treatment
12578,control
4135,control
5820,treatment
6042,treatment
17112,treatment
14550,control
2313,treatment
10817,treatment
10794,treatment
3194,treatment
4123,control
14028,treatment
7980,control
5708,treatment
202,treatment
6406,treatment
7295,control
7235,control
5159,control
8713,treatment
10259,control
910,control
2080,treatment
6221,control
17029,control
4805,treatment
12360,treatment
340,treatment
817,treatment
14560,treatment
7709,control
10100,treatment
9831,treatment
4064,control
13627,treatment
14240,treatment
6967,treatment
1937,treatment
12068,control
16327,control
5044,treatment
1541,treatment
14469,control
14312,treatment
9030,control
116,treatment
5923,control
17189,treatment
8277,treatment
3596,control
8423,control
160,control
1811,control
6159,control
3887,treatment
3955,treatment
14482,treatment
11129,control
6077,control
8603,treatment
5137,treatment
3244,control
1480,control
8153,control
948,control
15735,control
5041,control
14729,control
1631,treatment
15354,treatment
17174,treatment
5492,treatment
13331,treatment
12423,treatment
9402,control
16598,treatment
6618,control
8841,control
7066,treatment
1797,control
10032,control
8892,treatment
9319,treatment
15831,control
3975,control
16975,control
7778,control
6438,control
12796,control
9522,treatment
16720,control
13015,control
12943,treatment
1743,control
14287,control
17134,control
15230,treatment
2138,treatment
9015,treatment
1259,treatment
12748,treatment
10618,control
3435,treatment
16852,control
2843,control
9925,treatment
11489,treatment
1287,treatment
13239,control
12669,treatment
16797,treatment
12127,treatment
13902,treatment
3262,control
15401,treatment
14608,control
13846,control
14806,treatment
5062,control
2969,control
3039,control
6308,control
15216,control
14089,control
2136,control
7376,treatment
11504,control
1482,control
13950,treatment
5720,control
11515,control
12807,treatment
14734,treatment
7678,control
12437,treatment
14791,control
4427,control
1740,treatment
6771,control
1846,control
12022,control
5010,treatment
12724,treatment
9632,treatment
6136,treatment
10859,control
16054,control
5004,control
5214,control
16144,treatment
793,control
15436,control
8997,control
2363,treatment
15973,treatment
6691,treatment
4031,control
1026,treatment
6932,control
9765,treatment
4373,control
8877,treatment
6703,treatment
5827,treatment
10467,treatment
12549,treatment
1777,treatment
33,treatment
11730,control
9353,treatment
5425,treatment
16012,treatment
14442,treatment
1129,treatment
4822,treatment
9286,treatment
10066,treatment
13943,treatment
12622,control
5025,treatment
16934,treatment
229,control
4892,control
15326,control
5958,control
2445,treatment
15589,treatment
8202,treatment
12531,treatment
14909,treatment
14433,control
16006,control
5527,treatment
5758,treatment
15632,treatment
14730,control
3139,treatment
11495,treatment
11440,control
1653,treatment
9003,control
13680,control
16828,control
1713,treatment
9654,treatment
5261,treatment
14997,treatment
5582,treatment
8029,control
8195,treatment
8161,treatment
6007,treatment
10029,control
14098,control
8425,treatment
5217,control
14932,treatment
742,treatment
13921,control
1081,control
5723,treatment
10001,control
11835,treatment
11646,treatment
5520,control
7686,treatment
13253,treatment
11703,control
10866,treatment
8094,treatment
3077,treatment
2818,treatment
8358,control
6836,control
9569,treatment
5474,treatment
9773,treatment
1632,control
4483,control
9204,treatment
13393,control
4823,treatment
6709,treatment
935,control
1001,treatment
5251,treatment
16305,treatment
11232,control
6641,control
907,control
4103,treatment
13874,treatment
11369,control
13374,control
16728,control
16197,control
6578,control
10639,control
6644,treatment
14951,control
2832,treatment
9956,treatment
1083,treatment
16401,treatment
6392,treatment
5017,control
8162,control
7754,treatment
10064,control
11980,control
16128,treatment
13162,treatment
6320,treatment
249,treatment
399,control
9245,control
15830,control
10126,control
7473,treatment
13687,control
5557,treatment
4574,treatment
5490,treatment
6584,control
10965,treatment
6599,treatment
10120,control
3598,control
2658,control
12566,control
15503,treatment
7753,treatment
12789,control
3968,treatment
15775,treatment
6389,control
7561,control
7041,treatment
15849,treatment
9987,treatment
5525,treatment
142,control
11173,control
14020,control
10012,control
8785,control
5343,treatment
11741,control
15839,treatment
13940,treatment
11142,treatment
14306,treatment
1864,treatment
2498,treatment
5591,control
10939,control
10324,control
8469,treatment
13931,control
2119,control
12344,control
2340,treatment
5902,control
12446,treatment
13952,treatment
8394,treatment
11204,treatment
12237,treatment
10131,control
1260,control
15608,treatment
6069,control
16215,control
4110,control
16092,control
17122,control
15668,treatment
11193,control
7350,treatment
5057,treatment
13074,treatment
7783,treatment
8404,control
5512,control
16347,treatment
8670,treatment
4295,treatment
12172,treatment
17095,treatment
17026,control
6844,treatment
3632,treatment
5150,control
12298,treatment
16625,control
3878,control
7095,control
2508,treatment
6564,treatment
13369,treatment
8593,control
10964,control
12684,treatment
132,treatment
8032,treatment
11876,treatment
8958,control
9767,control
12944,control
14307,treatment
11321,treatment
17126,control
8919,control
6685,control
12696,control
7291,treatment
1845,treatment
3322,treatment
7656,control
4917,treatment
9275,control
2706,control
80,treatment
14599,control
11934,treatment
13358,control
17226,treatment
15400,treatment
15966,treatment
3515,control
4930,control
849,treatment
4354,control
15382,control
2760,treatment
161,control
890,treatment
13414,treatment
14367,treatment
7104,control
1202,control
15306,control
11363,control
10668,control
13519,control
1699,control
424,control
4970,treatment
16373,control
11624,control
3942,control
6600,treatment
3581,treatment
3385,treatment
6560,treatment
7762,control
14250,control
2639,control
1355,treatment
11852,treatment
10809,control
12728,control
6621,control
16045,treatment
397,treatment
2929,treatment
11546,control
14680,control
7901,treatment
6002,treatment
2406,control
15811,treatment
2127,control
9194,control
10786,treatment
5961,control
577,treatment
10577,treatment
12934,treatment
15727,treatment
16513,control
13289,control
8089,treatment
9541,control
14112,treatment
5955,treatment
11847,control
8003,treatment
13236,control
3056,control
5326,treatment
15680,control
16360,treatment
9539,control
11035,treatment
15536,control
14244,treatment
10917,control
10710,control
10622,control
4181,control
6461,control
5932,treatment
14549,treatment
1895,treatment
2582,control
14597,control
14421,treatment
9447,control
353,treatment
10071,treatment
13704,treatment
16718,control
15408,treatment
4127,treatment
14473,control
4922,treatment
5395,control
3207,treatment
8826,control
11373,control
4318,control
14445,control
12316,treatment
4972,control
10102,treatment
4983,treatment
16549,control
14721,control
10838,treatment
529,control
973,control
15085,control
9172,control
11360,treatment
11406,control
1999,treatment
6888,control
12518,treatment
3233,treatment
4153,treatment
7542,control
6409,treatment
5219,control
4998,control
13485,treatment
11871,control
362,treatment
6872,treatment
981,control
12865,control
13173,treatment
11679,control
4183,treatment
12517,control
13545,treatment
6133,control
3178,control
15244,control
16778,control
1722,treatment
14428,treatment
15979,treatment
6180,control
7976,treatment
976,treatment
4712,treatment
14493,treatment
15832,treatment
12967,treatment
12837,control
7578,control
2552,treatment
7670,treatment
1192,treatment
361,treatment
11239,control
12648,treatment
4142,treatment
11685,treatment
13523,control
16587,treatment
6316,control
9961,control
2692,treatment
12502,control
11573,control
929,control
13655,control
9546,control
16170,treatment
2614,treatment
5686,control
11587,treatment
7425,treatment
1212,treatment
4572,treatment
2131,control
12275,treatment
1773,control
2332,treatment
1349,treatment
3351,control
5090,treatment
11302,treatment
7983,control
8126,control
9243,treatment
11358,control
2026,control
4156,treatment
8151,control
9808,control
7718,control
4624,control
13463,treatment
10664,control
11949,treatment
3068,treatment
12381,treatment
15214,treatment
12899,control
7283,control
11005,control
8024,treatment
12960,control
10997,control
4011,control
15351,treatment
17208,treatment
2101,treatment
8650,treatment
4883,control
1452,control
4993,treatment
9299,treatment
3374,treatment
14438,treatment
7706,treatment
9445,treatment
16662,treatment
15224,control
10572,treatment
1659,control
5893,control
5982,treatment
3086,control
607,control
1033,control
10213,control
7816,treatment
3319,control
2094,treatment
6958,treatment
14511,control
69,control
3345,control
5977,treatment
15625,treatment
12060,control
12046,control
2908,control
17135,treatment
12759,treatment
5724,treatment
7649,control
716,treatment
4881,control
11439,treatment
1303,treatment
1572,control
11218,control
16656,treatment
14528,control
100,control
13371,treatment
6915,control
16594,treatment
13896,treatment
16880,treatment
11203,treatment
1569,control
12862,control
8165,treatment
12004,control
9559,treatment
7895,treatment
3626,treatment
10814,treatment
15629,treatment
14228,treatment
9080,treatment
15432,treatment
9300,control
5619,control
12541,control
9234,treatment
1040,control
8004,control
3458,control
3050,control
10549,treatment
9038,treatment
2932,treatment
185,treatment
3936,control
8020,treatment
7496,treatment
8281,control
11750,treatment
3383,control
9419,control
6802,treatment
9294,control
4969,treatment
12534,control
15456,control
7492,control
7403,control
6942,control
7819,control
13956,treatment
4191,treatment
9187,control
2225,treatment
16255,treatment
3789,control
2215,control
17212,control
1961,treatment
2896,treatment
9739,control
2082,control
7939,control
13262,treatment
8402,control
7908,treatment
12852,control
14316,treatment
9834,control
7256,control
1809,treatment
1164,control
1854,treatment
6085,treatment
7581,control
10129,treatment
14797,control
1765,treatment
1088,control
13444,treatment
8374,treatment
14227,treatment
7638,control
5882,control
17242,treatment
3574,treatment
1729,treatment
1183,control
8596,control
3847,control
6550,control
16953,control
14314,treatment
9642,treatment
2184,control
2534,treatment
15760,treatment
9897,control
1684,treatment
10908,treatment
11075,control
8380,treatment
16436,treatment
5154,control
7002,treatment
3684,control
16082,treatment
76,treatment
3522,treatment
13136,control
14440,treatment
16016,control
4015,control
7354,control
8522,treatment
9180,control
13621,treatment
5854,treatment
13402,control
2642,control
14337,treatment
7327,control
14619,treatment
6744,treatment
12077,control
12831,treatment
2159,treatment
8813,control
372,treatment
11625,treatment
6293,control
12290,treatment
10700,treatment
15469,treatment
12675,treatment
4476,control
17118,control
16623,control
2214,treatment
5936,control
11354,control
3089,control
5732,control
6075,control
840,control
3487,treatment
375,control
2709,treatment
7111,treatment
9627,control
16133,control
8343,treatment
4840,control
8844,treatment
9297,treatment
15746,treatment
10360,control
6885,control
14057,treatment
12872,control
985,treatment
12439,treatment
9221,treatment
2505,treatment
2907,treatment
1136,treatment
7275,control
14321,treatment
15683,treatment
3258,treatment
4205,control
7216,treatment
11240,treatment
6930,treatment
4302,treatment
10685,treatment
4999,treatment
14062,control
16282,control
15487,control
14920,control
5773,control
9894,control
13283,control
8981,treatment
9997,control
16265,treatment
12123,control
5618,control
16537,treatment
331,control
16001,control
11626,control
15082,control
14752,control
13793,control
2941,control
15337,control
11210,control
9388,treatment
12253,control
1522,treatment
15524,treatment
9079,control
7016,treatment
13429,treatment
1838,control
16788,treatment
1216,treatment
7743,treatment
14372,control
14662,treatment
1619,treatment
11654,treatment
16707,treatment
13263,control
5465,control
8613,control
5315,treatment
5426,treatment
8254,treatment
14109,control
4193,treatment
10317,control
4713,treatment
4014,treatment
16774,treatment
2163,control
3412,control
8157,control
7389,control
11981,treatment
5246,control
13586,treatment
14620,control
16922,control
1672,treatment
16228,control
7965,control
6807,control
520,control
5785,control
13898,control
11001,control
2315,control
9629,treatment
4623,treatment
11076,control
565,treatment
1281,control
9408,treatment
2372,treatment
173,control
2515,control
1377,treatment
811,control
5291,treatment
2998,treatment
12901,control
10580,control
6366,treatment
9825,control
3818,treatment
13106,control
2342,treatment
11274,control
6960,control
8462,control
11916,treatment
16345,control
5877,control
1509,control
2772,control
1403,treatment
12460,treatment
13178,treatment
225,treatment
15671,treatment
6730,control
16242,control
15841,control
2175,treatment
13776,treatment
8856,treatment
5559,control
17053,treatment
2402,treatment
3076,control
4297,treatment
10184,treatment
2615,treatment
7467,control
11393,control
10061,treatment
4673,control
334,control
12234,control
15852,treatment
14427,treatment
2057,treatment
8715,control
2152,control
14795,control
15744,control
15752,control
